enabled,slug,category,title,author,reference,url
1,ilarion_mitropolit_slovo_o_zakone_i_blagodati,sermons,Слово о Законе и Благодати,Иларион Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/ilarion_mitropolit/slovo_o_zakone_i_blagodati.zip
1,ioann_damaskin_tochnoe_izlogenie_pravoslavnoy_veri,sermons,Точное изложение православной веры,Иоанн Дамаскин,Православная литература (RoyalLib),https://royallib.com/get/txt/ioann_damaskin/tochnoe_izlogenie_pravoslavnoy_veri.zip
1,karfagenskiy_svyashchennomuchenik_kiprian_kniga_o_edinstve_tserkvi,sermons,Книга о единстве Церкви,Карфагенский священномученик Киприан,Православная литература (RoyalLib),https://royallib.com/get/txt/karfagenskiy_svyashchennomuchenik_kiprian/kniga_o_edinstve_tserkvi.zip
1,korniliy_titov_mitropolit_sto_propovedey_mitropolita_korniliya,sermons,Сто проповедей митрополита Корнилия,Корнилий (Титов) Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/korniliy_titov_mitropolit/sto_propovedey_mitropolita_korniliya.zip
1,kronshtadtskiy_ioann_v_mire_molitvi,sermons,В мире молитвы,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/v_mire_molitvi.zip
1,kronshtadtskiy_ioann_velikiy_post,sermons,Великий пост,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/velikiy_post.zip
1,kronshtadtskiy_ioann_dnevnik_tom_i_18561858_kniga_2_duhovnie_opiti_nablyudeniya_soveti,sermons,Дневник. Том I. 1856-1858. Книга 2. Духовные опыты. Наблюдения. Советы,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/dnevnik_tom_i_18561858_kniga_2_duhovnie_opiti_nablyudeniya_soveti.zip
1,kronshtadtskiy_ioann_dnevnik_tom_ii_18591860_bogopoznanie_i_samopoznanie_ili_vnutrenee_svyashchennonauchenie_ot_svyatogo_duha,sermons,"Дневник. Том II. 1859-1860. Богопознание и самопознание, или внутренее священнонаучение от Святого Духа",Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/dnevnik_tom_ii_18591860_bogopoznanie_i_samopoznanie_ili_vnutrenee_svyashchennonauchenie_ot_svyatogo_duha.zip
1,kronshtadtskiy_ioann_givoe_slovo_mudrosti_duhovnoy,sermons,Живое слово мудрости духовной,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/givoe_slovo_mudrosti_duhovnoy.zip
1,kronshtadtskiy_ioann_zolotie_slova_o_znachenii_veri_pravoslavnoy,sermons,Золотые слова о значении веры православной,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/zolotie_slova_o_znachenii_veri_pravoslavnoy.zip
1,kronshtadtskiy_ioann_moya_gizn_vo_hriste,sermons,Моя жизнь во Христе,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/moya_gizn_vo_hriste.zip
1,kronshtadtskiy_ioann_moya_gizn_vo_hriste_tom_1,sermons,Моя жизнь во Христе. Том 1,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/moya_gizn_vo_hriste_tom_1.zip
1,kronshtadtskiy_ioann_moya_gizn_vo_hriste_tom_2,sermons,Моя жизнь во Христе. Том 2,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/moya_gizn_vo_hriste_tom_2.zip
1,kronshtadtskiy_ioann_mrya_gizn_vo_hriste_tom_1,sermons,Мря жизнь во Христе. Том 1,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/mrya_gizn_vo_hriste_tom_1.zip
1,kronshtadtskiy_ioann_misli_hristianina_o_pokayanii_i_prichashchenii,sermons,Мысли христианина о покаянии и причащении,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/misli_hristianina_o_pokayanii_i_prichashchenii.zip
1,kronshtadtskiy_ioann_prorocheskoe_videnie_svyatogo_pravednogo_oioanna_kronshtadtskogo_o_sudbah_rossii_i_mira,sermons,Пророческое видение святого праведного о.Иоанна Кронштадтского о судьбах России и мира,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/prorocheskoe_videnie_svyatogo_pravednogo_oioanna_kronshtadtskogo_o_sudbah_rossii_i_mira.zip
1,kronshtadtskiy_ioann_hristianskiy_smisl_gizni,sermons,Христианский смысл жизни,Кронштадтский Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_ioann/hristianskiy_smisl_gizni.zip
1,kronshtadtskiy_sv_v_mire_molitvi_viborki_iz_pisaniy,sermons,В мире молитвы. Выборки из писаний,Кронштадтский Св.,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_sv/v_mire_molitvi_viborki_iz_pisaniy.zip
1,kronshtadtskiy_svyatoy_pravedniy_ioann_moya_gizn_vo_hriste_ili_minuti_duhovnogo_trezveniya_i_sozertsaniya_blagogoveynogo_chuvstva_dushevnogo_ispravleniya_i_pokoya_v_boge,sermons,"Моя жизнь во Христе, или Минуты духовного трезвения и созерцания, благоговейного чувства, душевного исправления и покоя в Боге",Кронштадтский Святой праведный Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_svyatoy_pravedniy_ioann/moya_gizn_vo_hriste_ili_minuti_duhovnogo_trezveniya_i_sozertsaniya_blagogoveynogo_chuvstva_dushevnogo_ispravleniya_i_pokoya_v_boge.zip
1,kronshtadtskiy_svyatoy_pravedniy_ioann_misli_hristianina_o_pokayanii_i_svyatom_prichashchenii,sermons,Мысли христианина о покаянии и Святом Причащении,Кронштадтский Святой праведный Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/kronshtadtskiy_svyatoy_pravedniy_ioann/misli_hristianina_o_pokayanii_i_svyatom_prichashchenii.zip
1,lebedev_protoierey_lev_zametki_po_pastirskomu_bogosloviyu,sermons,Заметки по пастырскому богословию,Лебедев Протоиерей Лев,Православная литература (RoyalLib),https://royallib.com/get/txt/lebedev_protoierey_lev/zametki_po_pastirskomu_bogosloviyu.zip
1,lebedev_protoierey_lev_pochemu_ya_pereshel_v_zarubegnuyu_chast_russkoy_pravoslavnoy_tserkvi,sermons,ПОЧЕМУ Я ПЕРЕШЕЛ В ЗАРУБЕЖНУЮ ЧАСТЬ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ?,Лебедев Протоиерей Лев,Православная литература (RoyalLib),https://royallib.com/get/txt/lebedev_protoierey_lev/pochemu_ya_pereshel_v_zarubegnuyu_chast_russkoy_pravoslavnoy_tserkvi.zip
1,lebedev_protoierey_lev_simvolika_pravoslavnogo_hrama,sermons,Символика Православного Храма,Лебедев Протоиерей Лев,Православная литература (RoyalLib),https://royallib.com/get/txt/lebedev_protoierey_lev/simvolika_pravoslavnogo_hrama.zip
1,lestvichnik_ioann_dobrotolyubie_tom_2,sermons,"Добротолюбие, том 2",Лествичник Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/lestvichnik_ioann/dobrotolyubie_tom_2.zip
1,lestvichnik_ioann_lestvitsa_ili_skrigali_duhovnie,sermons,"Лествица, или Скрижали Духовные",Лествичник Иоанн,Православная литература (RoyalLib),https://royallib.com/get/txt/lestvichnik_ioann/lestvitsa_ili_skrigali_duhovnie.zip
1,lozinskiy_igumen_mark_otechnik_propovednika,sermons,Отечник проповедника,Лозинский игумен Марк,Православная литература (RoyalLib),https://royallib.com/get/txt/lozinskiy_igumen_mark/otechnik_propovednika.zip
1,lorgus_protoierey_andrey_vlyublennost_lyubov_zavisimost_kak_postroit_semeynoe_schaste,sermons,"Влюбленность, любовь, зависимость. Как построить семейное счастье",Лоргус протоиерей Андрей,Православная литература (RoyalLib),https://royallib.com/get/txt/lorgus_protoierey_andrey/vlyublennost_lyubov_zavisimost_kak_postroit_semeynoe_schaste.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_v_period_postepennogo_perehoda_ee_k_samostoyatelnosti_1240_1589_otdel_vtoroy_1448_1589,sermons,История Русской Церкви в период постепенного перехода ее к самостоятельности (1240-1589). Отдел второй: 1448-1589,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_v_period_postepennogo_perehoda_ee_k_samostoyatelnosti_1240_1589_otdel_vtoroy_1448_1589.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_v_period_postepennogo_perehoda_ee_k_samostoyatelnosti_1240_1589_otdel_perviy_1240_1448,sermons,История Русской Церкви в период постепенного перехода ее к самостоятельности (1240-1589). Отдел первый: 1240-1448,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_v_period_postepennogo_perehoda_ee_k_samostoyatelnosti_1240_1589_otdel_perviy_1240_1448.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_v_period_sovershennoy_zavisimosti_ee_ot_konstantinopolskogo_patriarha_988_1240,sermons,История Русской Церкви в период совершенной зависимости ее от константинопольского патриарха (988-1240),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_v_period_sovershennoy_zavisimosti_ee_ot_konstantinopolskogo_patriarha_988_1240.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_1_istoriya_hristianstva_v_rossii_do_ravnoapostolnogo_knyazya_vladimira,sermons,История Русской Церкви. Том 1. История христианства в России до равноапостольного князя Владимира,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_1_istoriya_hristianstva_v_rossii_do_ravnoapostolnogo_knyazya_vladimira.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_2_istoriya_russkoy_tserkvi_v_period_sovershennoy_zavisimosti_ee_ot_konstantinopolskogo_patriarha_988_1240,sermons,История Русской Церкви. Том 2. История Русской Церкви в период совершенной зависимости ее от константинопольского патриарха (988-1240),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_2_istoriya_russkoy_tserkvi_v_period_sovershennoy_zavisimosti_ee_ot_konstantinopolskogo_patriarha_988_1240.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_5_period_razdeleniya_russkoy_tserkvi_na_dve_mitropolii,sermons,История Русской Церкви. Том 5. Период разделения Русской Церкви на две митрополии,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_5_period_razdeleniya_russkoy_tserkvi_na_dve_mitropolii.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_vvedenie,sermons,История русской церкви (Введение),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_vvedenie.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_1,sermons,История русской церкви (Том 1),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_1.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_10,sermons,История русской церкви (Том 10),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_10.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_2,sermons,История русской церкви (Том 2),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_2.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_3,sermons,История русской церкви (Том 3),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_3.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_4,sermons,История русской церкви (Том 4),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_4.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_5,sermons,История русской церкви (Том 5),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_5.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_6,sermons,История русской церкви (Том 6),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_6.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_7,sermons,История русской церкви (Том 7),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_7.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_8,sermons,История русской церкви (Том 8),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_8.zip
1,makariy_mitropolit_istoriya_russkoy_tserkvi_tom_9,sermons,История русской церкви (Том 9),Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_russkoy_tserkvi_tom_9.zip
1,makariy_mitropolit_istoriya_hristianstva_v_rossii_do_ravnoapostolnogo_knyazya_vladimira,sermons,История христианства в России до равноапостольного князя Владимира,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/istoriya_hristianstva_v_rossii_do_ravnoapostolnogo_knyazya_vladimira.zip
1,makariy_mitropolit_period_razdeleniya_russkoy_tserkvi_na_dve_mitropolii,sermons,Период разделения Русской Церкви на две митрополии,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/period_razdeleniya_russkoy_tserkvi_na_dve_mitropolii.zip
1,makariy_mitropolit_period_samostoyatelnosti_russkoy_tserkvi_1589_1881_patriarshestvo_v_rossii_1589_1720_otdel_vtoroy_1654_1667,sermons,Период самостоятельности Русской Церкви (1589-1881). Патриаршество в России (1589-1720). Отдел второй: 1654-1667,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/period_samostoyatelnosti_russkoy_tserkvi_1589_1881_patriarshestvo_v_rossii_1589_1720_otdel_vtoroy_1654_1667.zip
1,makariy_mitropolit_period_samostoyatelnosti_russkoy_tserkvi_1589_1881_patriarshestvo_v_rossii_1589_1720_otdel_perviy_1589_1654,sermons,Период самостоятельности Русской Церкви (1589-1881). Патриаршество в России (1589-1720). Отдел первый: 1589-1654,Макарий Митрополит,Православная литература (RoyalLib),https://royallib.com/get/txt/makariy_mitropolit/period_samostoyatelnosti_russkoy_tserkvi_1589_1881_patriarshestvo_v_rossii_1589_1720_otdel_perviy_1589_1654.zip
1,makovetskiy_protoierey_arkadiy_belaya_tserkov_vdali_ot_ateisticheskogo_terrora,sermons,Белая Церковь: Вдали от атеистического террора,Маковецкий Протоиерей Аркадий,Православная литература (RoyalLib),https://royallib.com/get/txt/makovetskiy_protoierey_arkadiy/belaya_tserkov_vdali_ot_ateisticheskogo_terrora.zip
1,matveevskiy_protoierey_pavel_dvunadesyatie_prazdniki_i_svyataya_pasha,sermons,Двунадесятые праздники и Святая Пасха,Матвеевский Протоиерей Павел,Православная литература (RoyalLib),https://royallib.com/get/txt/matveevskiy_protoierey_pavel/dvunadesyatie_prazdniki_i_svyataya_pasha.zip
1,matveevskiy_protoierey_pavel_evangelskaya_istoriya_kniga_vtoraya_sobitiya_evangelskoy_istorii_proishodivshie_preimushchestvenno_v_galilee,sermons,"Евангельская история. Книга вторая. События Евангельской истории, происходившие преимущественно в Галилее",Матвеевский Протоиерей Павел,Православная литература (RoyalLib),https://royallib.com/get/txt/matveevskiy_protoierey_pavel/evangelskaya_istoriya_kniga_vtoraya_sobitiya_evangelskoy_istorii_proishodivshie_preimushchestvenno_v_galilee.zip
1,matveevskiy_protoierey_pavel_evangelskaya_istoriya_kniga_pervaya_sobitiya_evangelskoy_istorii_nachalnie_preimushchestvenno_v_ierusalime_i_iudee,sermons,"Евангельская история. Книга первая. События Евангельской истории начальные, преимущественно в Иерусалиме и Иудее",Матвеевский Протоиерей Павел,Православная литература (RoyalLib),https://royallib.com/get/txt/matveevskiy_protoierey_pavel/evangelskaya_istoriya_kniga_pervaya_sobitiya_evangelskoy_istorii_nachalnie_preimushchestvenno_v_ierusalime_i_iudee.zip
1,matveevskiy_protoierey_pavel_evangelskaya_istoriya_kniga_tretya_konechnie_sobitiya_evangelskoy_istorii,sermons,Евангельская история. Книга третья. Конечные события Евангельской истории,Матвеевский Протоиерей Павел,Православная литература (RoyalLib),https://royallib.com/get/txt/matveevskiy_protoierey_pavel/evangelskaya_istoriya_kniga_tretya_konechnie_sobitiya_evangelskoy_istorii.zip
1,men_protoierey_aleksandr_iz_sovremennih_problem_tserkvi,sermons,Из современных проблем Церкви,Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/iz_sovremennih_problem_tserkvi.zip
1,men_protoierey_aleksandr_magiya_okkultizm_hristianstvo_iz_knig_lektsii_i_besed,sermons,"Магия, оккультизм, христианство: из книг, лекции и бесед",Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/magiya_okkultizm_hristianstvo_iz_knig_lektsii_i_besed.zip
1,men_protoierey_aleksandr_navstrechu_hristu_sbornik_statey,sermons,Навстречу Христу. Сборник статей,Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/navstrechu_hristu_sbornik_statey.zip
1,men_protoierey_aleksandr_o_provedenii_velikogo_posta,sermons,О проведении Великого поста,Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/o_provedenii_velikogo_posta.zip
1,men_protoierey_aleksandr_tainstvo_slovo_i_obraz,sermons,"Таинство, слово и образ",Мень протоиерей Александр,Православная литература (RoyalLib),https://royallib.com/get/txt/men_protoierey_aleksandr/tainstvo_slovo_i_obraz.zip
1,mitropolit_belgorodskiy_i_starooskolskiy_ioann_popov_nebo_nashey_gizni_bog_chelovek_tserkov,sermons,"Небо нашей жизни. Бог, человек, церковь",Митрополит Белгородский и Старооскольский Иоанн (Попов),Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_belgorodskiy_i_starooskolskiy_ioann_popov/nebo_nashey_gizni_bog_chelovek_tserkov.zip
1,mitropolit_veniamin_fedchenkov_bogi_lyudi_moi_duhovnie_vstrechi,sermons,Божьи люди. Мои духовные встречи.,Митрополит Вениамин (Федченков),Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_veniamin_fedchenkov/bogi_lyudi_moi_duhovnie_vstrechi.zip
1,mitropolit_ioann_snichev_kak_podgotovitsya_i_provesti_velikiy_post__kak_git_v_sovremennom_bezduhovnom_mire,sermons,Как подготовиться и провести Великий Пост — Как жить в современном бездуховном мире,Митрополит Иоанн (Снычев),Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_ioann_snichev/kak_podgotovitsya_i_provesti_velikiy_post__kak_git_v_sovremennom_bezduhovnom_mire.zip
1,mitropolit_moskovskiy_filaret_pravoslavniy_katehizis,sermons,Православный Катехизис,"Митрополит Московский Филарет,",Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_moskovskiy_filaret/pravoslavniy_katehizis.zip
1,mitropolit_nikopolskiy_meletiy_pechat_antihrista_v_pravoslavnom_predanii,sermons,Печать антихриста в Православном Предании,Митрополит Никопольский Мелетий,Православная литература (RoyalLib),https://royallib.com/get/txt/mitropolit_nikopolskiy_meletiy/pechat_antihrista_v_pravoslavnom_predanii.zip
1,mokievskiy_protoierey_aleksey_nezavershennaya_liturgiya,sermons,Незавершенная Литургия,Мокиевский протоиерей Алексей,Православная литература (RoyalLib),https://royallib.com/get/txt/mokievskiy_protoierey_aleksey/nezavershennaya_liturgiya.zip
1,morozov_igumen_nektariy_odinochestvo_puti_preodoleniya_v_tserkvi_seme_i_obshchestve,sermons,"Одиночество. Пути преодоления: в Церкви, семье и обществе",Морозов игумен Нектарий,Православная литература (RoyalLib),https://royallib.com/get/txt/morozov_igumen_nektariy/odinochestvo_puti_preodoleniya_v_tserkvi_seme_i_obshchestve.zip
1,morozov_igumen_nektariy_pouchenie_o_chtenii_duhovnih_knig,sermons,Поучение о чтении духовных книг,Морозов игумен Нектарий,Православная литература (RoyalLib),https://royallib.com/get/txt/morozov_igumen_nektariy/pouchenie_o_chtenii_duhovnih_knig.zip
1,morozov_igumen_nektariy_tainstvo_ispovedi_kak_nauchitsya_kayatsya_i_perestat_pryatatsya_ot_boga,sermons,Таинство Исповеди. Как научиться каяться и перестать прятаться от Бога,Морозов игумен Нектарий,Православная литература (RoyalLib),https://royallib.com/get/txt/morozov_igumen_nektariy/tainstvo_ispovedi_kak_nauchitsya_kayatsya_i_perestat_pryatatsya_ot_boga.zip
1,nikonvorobyov_igumen_nam_ostavleno_pokayanie_pisma_,sermons,Нам оставлено покаяние. Письма,Никон(Воробьёв) Игумен,Православная литература (RoyalLib),https://royallib.com/get/txt/nikonvorobyov_igumen/nam_ostavleno_pokayanie_pisma_.zip
1,nikonvorobyov_igumen_propovedi,sermons,Проповеди,Никон(Воробьёв) Игумен,Православная литература (RoyalLib),https://royallib.com/get/txt/nikonvorobyov_igumen/propovedi.zip
1,optinskiy_varsonofiy_besedi_startsa_s_duhovnimi_chadami_1907_1913_gg,sermons,Беседы старца с духовными чадами (1907-1913 гг.),Оптинский Варсонофий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_varsonofiy/besedi_startsa_s_duhovnimi_chadami_1907_1913_gg.zip
1,optinskiy_varsonofiy_duhovnoe_nasledie,sermons,Духовное наследие,Оптинский Варсонофий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_varsonofiy/duhovnoe_nasledie.zip
1,optinskiy_makariy_dushepoleznie_poucheniya,sermons,Душеполезные поучения,Оптинский Макарий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_makariy/dushepoleznie_poucheniya.zip
1,optinskiy_prepodobniy_poucheniya_prepodobnogo_amvrosiya_optinskogo_suprugam_i_roditelyam,sermons,Поучения преподобного Амвросия Оптинского супругам и родителям,Оптинский Преподобный,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_prepodobniy/poucheniya_prepodobnogo_amvrosiya_optinskogo_suprugam_i_roditelyam.zip
1,optinskiy_prepodobniy_makariy_predosteregenie_chitayushchim_duhovnie_otecheskie_knigi_i_gelayushchim_prohodit_umnuyu_iisusovu_molitvu,sermons,Предостережение читающим духовные отеческие книги и желающим проходить умную Иисусову молитву,Оптинский Преподобный Макарий,Православная литература (RoyalLib),https://royallib.com/get/txt/optinskiy_prepodobniy_makariy/predosteregenie_chitayushchim_duhovnie_otecheskie_knigi_i_gelayushchim_prohodit_umnuyu_iisusovu_molitvu.zip
1,orehanov_protoierey_georgiy_russkaya_pravoslavnaya_tserkov_i_l_n_tolstoy_konflikt_glazami_sovremennikov,sermons,Русская Православная Церковь и Л. Н. Толстой. Конфликт глазами современников,Ореханов Протоиерей Георгий,Православная литература (RoyalLib),https://royallib.com/get/txt/orehanov_protoierey_georgiy/russkaya_pravoslavnaya_tserkov_i_l_n_tolstoy_konflikt_glazami_sovremennikov.zip
1,palama_svt_grigoriy_dva_apodikticheskih_slova_ob_ishogdenii_svyatogo_duha__protiv_vekka,sermons,ДВА АПОДИКТИЧЕСКИХ СЛОВА ОБ ИСХОЖДЕНИИ СВЯТОГО ДУХА * ПРОТИВ ВЕККА,Палама Свт. Григорий,Православная литература (RoyalLib),https://royallib.com/get/txt/palama_svt_grigoriy/dva_apodikticheskih_slova_ob_ishogdenii_svyatogo_duha__protiv_vekka.zip
1,palama_svt_grigoriy_slovo_na_gitie_prp_petra_afonskogo,sermons,Слово на житие прп. Петра Афонского,Палама Свт. Григорий,Православная литература (RoyalLib),https://royallib.com/get/txt/palama_svt_grigoriy/slovo_na_gitie_prp_petra_afonskogo.zip
1,pervozvanskiy_protoierey_maksim_mugskoy_razgovor_mesto_mugchini_v_mire_hristianskiy_vzglyad,sermons,Мужской разговор. Место мужчины в мире. Христианский взгляд,Первозванский Протоиерей Максим,Православная литература (RoyalLib),https://royallib.com/get/txt/pervozvanskiy_protoierey_maksim/mugskoy_razgovor_mesto_mugchini_v_mire_hristianskiy_vzglyad.zip
1,pogodin_arhimandrit_amvrosiy_svyatoy_mark_efesskiy_i_florentiyskaya_uniya,sermons,Святой Марк Эфесский и Флорентийская Уния,Погодин Архимандрит Амвросий,Православная литература (RoyalLib),https://royallib.com/get/txt/pogodin_arhimandrit_amvrosiy/svyatoy_mark_efesskiy_i_florentiyskaya_uniya.zip
1,prep_maksim_ispovednik_tvoreniya_prepodobnogo_maksima_ispovednika_kniga_i_bogoslovskie_i_asketicheskie_traktati,sermons,Творения преподобного Максима Исповедника. Книга I. Богословские и аскетические трактаты,Преп. Максим Исповедник,Православная литература (RoyalLib),https://royallib.com/get/txt/prep_maksim_ispovednik/tvoreniya_prepodobnogo_maksima_ispovednika_kniga_i_bogoslovskie_i_asketicheskie_traktati.zip
1,prep_maksim_ispovednik_tvoreniya_prepodobnogo_maksima_ispovednika_kniga_ii_voprosootveti_k_falassiyu,sermons,Творения преподобного Максима Исповедника. Книга II. Вопросоответы к Фалассию,Преп. Максим Исповедник,Православная литература (RoyalLib),https://royallib.com/get/txt/prep_maksim_ispovednik/tvoreniya_prepodobnogo_maksima_ispovednika_kniga_ii_voprosootveti_k_falassiyu.zip
1,prepodobniy_nikodim_svyatogorets_nevidimaya_bran_prepodobniy_nikodim_svyatogorets,sermons,Невидимая брань (Преподобный Никодим Святогорец),Преподобный Никодим Святогорец,Православная литература (RoyalLib),https://royallib.com/get/txt/prepodobniy_nikodim_svyatogorets/nevidimaya_bran_prepodobniy_nikodim_svyatogorets.zip
1,rostovskiy_svt_dimitriy_izbrannie_gitiya_svyatih_iiiix_vv,sermons,Избранные жития святых III-IX вв.,Ростовский Свт. Димитрий,Православная литература (RoyalLib),https://royallib.com/get/txt/rostovskiy_svt_dimitriy/izbrannie_gitiya_svyatih_iiiix_vv.zip
1,savva_shiigumen_polnoe_sobranie_propovedey_i_poucheniy,sermons,Полное собрание проповедей и поучений,Савва Схиигумен,Православная литература (RoyalLib),https://royallib.com/get/txt/savva_shiigumen/polnoe_sobranie_propovedey_i_poucheniy.zip
1,saharov_arhimandrit_sofroniy_saharov_molitvennoe_prinoshenie_startsa_sofroniya,sermons,Молитвенное приношение старца Софрония,Сахаров Архимандрит Софроний (Сахаров),Православная литература (RoyalLib),https://royallib.com/get/txt/saharov_arhimandrit_sofroniy_saharov/molitvennoe_prinoshenie_startsa_sofroniya.zip
1,saharov_arhimandrit_sofroniy_saharov_pravoslavie___svidetelstvo_istini_iz_pisem_k_d_balfuru,sermons,Православие - свидетельство истины (из писем к Д. Бальфуру),Сахаров Архимандрит Софроний (Сахаров),Православная литература (RoyalLib),https://royallib.com/get/txt/saharov_arhimandrit_sofroniy_saharov/pravoslavie___svidetelstvo_istini_iz_pisem_k_d_balfuru.zip
